"NAME","ADDR 1","City","State","Zip","Phone#"
"DANCIN' TREADS & THREADS","1101 WEST MAIN STREET","BLUE SPRINGS","MO",64015,(816) 220-1233
"DANCING DIVA","245 EAST 77TH SUITE 1FE","NEW YORK","NY","10075",(917) 279-4351
"DANCING DOLL, THE","6830 N.W. 169TH ST.","MIAMI","FL",33015,(305) 826-0671
"DANCING SHOE, THE","12995 S CLEVELAND AVE SUITE 132","FT  MYERS","FL",33907,(239) 939-2124
"DANCING SUPPLIES DEPOT","10556 S.W. 8TH STREET","MIAMI","FL",33174,(305) 226-0666
"DANCINGLY YOURS","125 EAST STREET","PLAINVILLE","CT",06062,(860) 793-1077
"DANDELION","145 EAST PROSPECT AVE","DANVILLE","CA",94521,(925) 406-4727
"DANS LA DANSE DANCEWEAR","17961 SKY PARK CIRCLE BUILDING 38-J","IRVINE","CA",92614,(949) 553-9900
"DANSE BOUTIQUE","637 LONDONDERRY LANE","DENTON","TX","76205",(940) 484-5096
"DANSE BOUTIQUE  ~","5427 MERCEDES AVE.","DALLAS","TX",75206,(940) 484-5096
"DANSTUFF","56 STATE STREET","PORTSMOUTH","NH",03801,(978) 263-2129
"DANZGEAR","607 E. SONTERRA BLVD","SAN ANTONIO","TX",78258,(210) 491-9016
"DARI","12184 VENTURA BLVD","STUDIO CITY","CA",91604,(818) 762-3274
"DARIEN SPORT","1127 POST ROAD","DARIEN","CT",06820,(203) 455-7798
"DARIOUSH","4240 SILVERADO TRAIL","NAPA","CA",94558,(707) 257-2345
"DAVIS DANCEWEAR","2037 SHERMAN AVE.","MADISON","WI",53704,(608) 241-4305
"DAZZLE","6  NORTH POINTE PKWY","ENTERPRISE","AL",36331,(334) 347-2903
"DAZZLE DANCE BOUTIQUE, LLC","401 10TH AVENUE","JASPER","AL",35501,(205) 387-9337
"DEBBIE'S DANCE BOUTIQUE","3063-13 ENTERPRISE ROAD","DEBARY","FL",32713,(407) 304-6241
"DEBEUCO","42 WEST COLORADO BLVD","PASADENA","CA",91105,(626) 405-9985
"DEB'S DANCEWEAR & UNIFORM","111 SOUTH 24TH STREET WEST SUITE 207","BILLINGS","MT",59102,(406) 656-7838
"DEE'S DANCE DESIGN","17185 S.E. MCLOUGHLIN SUITE K","MILWAUKIE","OR",97267,(503) 652-0475
"DEE'S DANCEWEAR","3050 N.DOBSON ROAD #1","CHANDLER","AZ",85224,(480) 964-6703
"DEE'S DANCEWEAR","4727 E BELL ROAD  #49","PHOENIX","AZ",85032,(602) 867-3340
"DEE'S DANCEWEAR","7942 WEST BELL RD SUITE C4","GLENDALE","AZ",85308,(623) 486-7660
"DEFINITELY DANCE INC","133 W. LINCOLN HIGHWAY","EXTON","PA",19341,(610) 524-1891
"DEGAGE' DANCE WEAR","10350 METCALF","OVERLAND PARK","KS",66212,(913) 381-8492
"DEKA DANCE & SPORTSWEAR","433 YORK STREET","HANOVER","PA",17331,(717) 632-2139
"DELMONICO'S BABY BOUTIQUE","307 W MERMOD STREET","CARLSBAD","NM",88220,(575) 887-2229
"DENIM N DAISIES","8 BROADWAY","DENVILLE","NJ",07834,(973) 331-9009
"DENNY'S CHILDRENS WEAR","343 B SOUTH OYSTER BAY ROAD","PLAINVIEW","NY",11803,(516) 681-4490
"DENTON COSTUME & DANCE WORLD","2201 SOUTH 1-35 EAST SUITE M-13","DENTON","TX",76205,(940) 387-4825
"DESIGNING DREAMS","216 E JERICHO TURN PIKE","MINEOLA","NY",11501,(516) 248-1988
"DI RUBIO","4707 NEW UTRECHT AVE","BROOKLYN","NY",11219,(718) 633-6262
"DIAMOND DANCEWEAR","13641 CENTRAL AVENUE SUITE J.","CHINO","CA",91710,(909) 590-4445
"DIANA'S CLASSIC CHILDREN","1 AUGUSTA STREET, STE 204","GREENSVILLE","SC",29601,(305) 495-8823
"DIANA'S DANCE & FITNESS WEAR","8958 BLUE ASH ROAD","CINCINNATI","OH",45242,(513) 792-0970
"DIMPLES & DANDELIONS","11290 GRACELAND LANE","FRISCO","TX",75034,(888) 825-8145
"DISCO SPORTS, INC","1400 STARLING DR.","RICHMOND","VA",23229,(804) 285-4242
"DISTRACTIONS, INC.","12410 MONTWOOD DRIVE","EL PASO","TX",79928,(915) 593-0803
"DIVA DANCEWEAR","3811 MARKET PLACE CIRCLE","TRAVERSE CITY","MI",49684,(231) 941-4234
"DIVA DANCEWEAR","10900 LOS ALAMITOS BLVD SUITE 142","LOS ALAMITOS","CA",90720,(562) 493-8694
"DIVA DANCEWEAR BOUTIQUE, THE","337 WEST BROAD STREET","HAZLETON","PA",18201,(570) 454-1418
"DIVA TEAMS","4500 155N SUITE 155","JACKSON","MS",39211,(601) 594-4186
"DK'S DANCEWEAR","6847 C NORTH 9TH AVE","PENSACOLA","FL",32504,(850) 477-4755
"DK'S DANCEWEAR","251 MARY ESTHER BLVD.","MARY ESTHER","FL",32569,(850) 664-6164
"DK'S DANCEWEAR","1209 AIRPORT ROAD UNIT 4","DESTIN","FL","32541",(850) 664-6164
"DOLENTE'S DANCE FACTORY, INC.","6825 TILTON ROAD #18","EGG HARBOR TOWNSHIP","NJ",08234,(609) 272-1088
"DOMESTIC BLISS","166 WEST MAIN STREET","MESA","AZ",85201,(480) 733-5558
"DOODLES","2504 RICE BLVD","HOUSTON","TX",77005,(713) 528-2900
"DOROTHY'S  DANCE SHOP","434 NORTH LOOP 1604 WEST #1102","SAN ANTONIO","TX","78232",(210) 545-4700
"DOROTHY'S DANCE SHOP","11255 HUEBNER ROAD SUITE 107","SAN ANTONIO","TX","78230     ",(210) 558-4200
"DOROTHY'S DANCE SHOP","1532 AUSTIN HIGHWAY","SAN ANTONIO","TX",78218,(210) 829-8454
"DOROTHY'S DANCE SHOP","2000 IH-35 #N3","ROUND ROCK","TX",78681,(512) 454-8387
"DOVE DANCEWEAR","1329-B EAST REPUBLIC ROAD","SPRINGFIELD","MO",65804,(417) 883-6811
"DOWNTOWN DANCEWEAR, LLC","648 CASTELL AVENUE","NEW BRAUNFELS","TX",78130,(830) 214-0499
"DREAM MAKERS DANCEWEAR","29246 THREE NOTCH ROAD","MECHANICSVILLE","MD",20659,(301) 290-0475
"DREAM'S DANCEWEAR AND GIFTS","2691 HWY 42 NORTH","MCDONOUGH","GA",30253,(770) 389-4888
"DRESS 2 DANCE","30 EAST GLENSIDE AVENUE","GLENSIDE","PA",19038,(215) 884-5756
"DRESS CODE, LLC","1007 E. JUDGE PEREZ DR","CHALMETTE","LA","70043",(504) 452-8822
"DRESSED 2 DANCE","1004 N. DIERS AVE. SUITE 324","GRAND ISLAND","NE",68803,(308) 382-4160
"DUCK DUCK GOOSE","5860 NORTH MESA STREET STE 116","EL PASO","TX",79912,(915) 833-6221
"DUCK POND, THE","17300 EAST 17TH STREET","TUSTIN","CA",92780,(714) 730-7232
"DYGON DANCE SUPPLIES","241 MIDLINE ROAD","AMSTERDAM","NY",12010,(518) 883-8926
"DYNAMIC DANCE STUDIO","114 W. MAIN","ADA","OK","74820",(530) 332-1896
"E&I TREASURE SHOES, INC.","399 KINGSTON AVE","BROOKLYN","NY",11225,(718) 756-4741
"EAT YOUR SPINACH","42 EAST RIDGEWOOD AVENUE","RIDGEWOOOD","NJ",07642,(201) 444-5503
"ECHAPPE DANCE & FITNESS","223 W. FOURTH STREET","QUARRYVILLE","PA",17566,(717) 940-4078
"EDIT NEW YORK","1368 LEXINGTON AVE","NEW YORK","NY",10128,(212) 876-1368
"EGGY","8365 WEST 3RD STREET","LOS ANGELES","CA",90048,
"ELAINE'S LITTLE SHOE BOX","602 VALLEY ROAD","MONTELAIR","NJ",07043,(973) 744-3007
"ELEGANT CHILD","59 SOUTH FEDERAL HIGHWAY","BOCA RATON","FL",33432,(561) 416-0152
"ELLA ARDEN","6 MOCKINGBIRD LANE","LITTLE ROCK","AR",72207,(501) 256-5862
"ELLA BELLA","2001 W. SOUTH LAKE BLVD","SOUTHLAKE","TX",76092,(817) 488-3640
"ELLA'S","209 EAST FRONT STREET","TRAVERSE CITY","MI",49684,(231) 947-9401
"ELLMAN'S","3339 WEST CARY ST.","RICHMOND","VA",23221,(804) 358-0655
"ELOISE","219 W WATER STREET","CHARLOTTESVILLE","VA",22902,(434) 295-3905
"EM AND ME","5521 TIMOTHY DRIVE","SAN DIEGO","CA",92105,(619) 855-9128
"EMPIRE DANCE SHOP","131 SOUTH SHERMAN STREET","SPOKANE","WA",99202,(509) 747-7808
"EN ARABESQUE","15 N. SEVENTH STREET","PERKASIE","PA",18944,(215) 453-5950
"EN L'AIR DANCEWEAR, LLC","1400 FM 407 #2","LEWISVILLE","TX",75077,(972) 966-8006
"EN POINTE DANCEWEAR & ACC."," 250 WEST 14 MILE ROAD","CLAWSON","MI",48017,(248) 435-8998
"ENCHANTED POINTE, THE","226 NORTH 6TH STREET","LAFAYETTE","IN",47901,(765) 497-0835
"ENCHANTED POINTE, THE","117 NORTH 36TH","LAFAYETTE","IN","47905",(765) 497-0835
"ENCORE","364 WEST  OLD COUNTRY ROAD","HICKSVILLE","NY",11801,(516) 935-0829
"ENCORE APPAREL IN MOTION","108 E. WASHINGTON  STREET","SHEPHERDSTOWN","WV","25443",(304) 876-3040
"ENCORE DANCE & BODYWEAR","10510 S.PROGRESS WAY # 103","PARKER","CO",80134,(303) 841-7233
"ENCORE DANCEWEAR","1174 FISCHER BLVD","TOMS RIVER","NJ",08753,(732) 270-9150
"ENCORE THEATRICAL SUPPLY","1845 YGNACIO VALLEY ROAD","WALNUT CREEK","CA","94598",(510) 463-2140
"ENCORE THEATRICAL SUPPLY","5556 C SPRINGDALE AVE.","PLEASANTON","CA",94588,(925) 463-2140
"ENNIE'S DANCEWEAR","3334 SEVERN","METAIRIE","LA",70005,(504) 834-2034
"ENSUENOS","CALLE DRIVE  RUFO#41","CAGUAS","PR",00725,(787) 743-7060
"ENZYME SHOELAB","1309 KINGS HWY","BROOKLYN","NY",11229,(718) 375-2148
"EPSTEIN'S DRY GOODS INC","21 COLUMBUS AVENUE","TUCKAHOE","NY",10707,(914) 961-2833
"ESCOTT PLACE/ SWEATS ETC.","160 SOUTH AUBURN STREET","GRASS VALLEY","CA",95945,(530) 271-0783
"ESP WELLNESS","625 MONTANA AVENUE, SUITE M","SANTA MONICA","CA",90403,(310) 260-0066
"EVERYTHING DANCE","200 SOUTH BELL BLVD SUITE F 2","CEDAR PARK","TX",78613,(512) 258-5005
"EVERYTHING DANCE","980 12TH AVENUE SOUTH","ONALASKA","WI",54650,(608) 779-4642
"EVERYTHING DANCE","3791 NW CARY PARKWAY","CARY","NC",27513,(919) 481-6509
"EVERYTHING DANCE","246 BLOOMFIELD AVE","CALDWELL","NJ",07006,(973) 618-9911
"EVE'SAPPLE.COM","4429 PERKINS RD, BLD A, STUDIO 2","BATON ROUGE","LA",70806,(225) 926-8228
"EVOLUTION DANCEWEAR","707 EAST PALO VERDE DRIVE","PHOENIX","AZ",85014,(602) 234-1247
"EXPERIENCE SHOE COMPANY","911 WESTERN AVE SUITE 212","SEATTLE","WA",98104,(206) 624-0960
"EXPRESS YOURSELF DANCE APPAREL","4901 N. KICKAPOO SUITE 1368","SHAWNEE","OK",74804,(405) 273-4663
"EXPRESSIONS","34-40 EAST TREMONT AVE","BRONX","NY",10465,(917) 731-4470
"EXPRESSIONS DANCE ACADEMY","640 HARVEST PARK DRIVE STE E","BRENTWOOD","CA",94513,(925) 634-3339
"EXPRESSIONS IN DANCEWEAR","6247 BLUE RIDGE BLVD.","RAYTOWN","MO",64133,(816) 353-2232
"EXPRESSLY MOTION","24028 VISTA MONTANA","TORRANCE","CA",90505,(310) 378-2204
"EXPRESSLY MOTION","629 N. PACIFIC COAST HWY","REDONDO BEACH","CA","90277",(310) 379-2204
"EXTREME DANCE SUPPLY","1463 ST. CHARLES ST. SUITE 900","HOUMA","LA",70360,(985) 262-4033
"FABULOUS FEET","43761 NORTH 15TH STREET","LANCASTER","CA",93534,(661) 723-6448
"FABULOUS FEET DANCEWEAR","3705 HARRISON AVE","CINCINNATI","OH",45211,(513) 661-2241
"FAHRENHEIT 451","105 MAIN STREET","WESTHAMPTON BEACH","NY",11978,(631) 288-5724
"FAIR INC., THE","2260 TERMINAL ROAD","ROSEVILLE","MN",55113,(651) 631-1415
"FAMILY HOSE CENTER","4719 NEW UTRECHT AVE","BROOKLYN","NY",11219,(718) 438-2127
"FANCI FOOTWORKS","49970 VAN DYKE","SHELBY TOWNSHIP","MI",48317,(586) 731-9350
"FANCY DANCER","18351 TOMBALL PKWY SUITE F","HOUSTON","TX","77070",(281) 890-0100
"FANCY DANCER","23517 NINE MACK DR.","ST  CLAIR SHORES","MI",48080,(586) 775-4167
"FANCY FEET PLUS","67 EAST ST","LUDLOW","MA",01056,(413) 583-8779
"FANTASIA DANCE AND MOTION","31570 STATE ROUTE 20 #201A","OAK HARBOR","WA",98277,(360) 240-8326
"FESTIVE FOLLIES","68-703 PEREZ ROAD #18","CATHEDRAL CITY","CA",92234,(760) 770-1907
"FINE ARTS BOUTIQUE","200 ARCENEAUX ST.","LAFAYETTE","LA",70506,(337) 233-2022
"FINER POINTES","140 PREBLE STREET","PORTLAND","ME",04101,(207) 772-8180
"FIREFLY","1409 ABBOTT KINNEY BLVD","VENICE","CA",90291,(310) 450-6288
"FITNESS UNDERGROUND","724 AVE -U","BROOKLYN","NY",11223,(718) 375-9795
"FITZ & EMME","104 NORTH BARRETT SQUARE #1B","ROSEMARY BEACH","FL",32461,(850) 231-3200
"FLEUR DE LIS","2416 OLD HICKORY LANE","HARTSVILLE","SC",29550,(843) 383-4438
"FLICKA","204 N LARCHMONT BLVD","LOS ANGELES","CA",90004,(323) 466-5822
"FLORA OTTIMER SHOP","1010 SEMINOLE DRIVE #913","FORT LAUDERDALE","FL",33304,(954) 463-2292
"FLORIDA ARTS & DANCE CO","57 S.W. MONTEREY ROAD","STUART","FL",34994,(772) 288-4150
"FLUTTER, INC","1520 FILLMORE SUITE 3","TWIN FALLS","ID","83301",(208) 735-0904
"FLYING ""D"" DANCEWEAR","4700  N. UNIVERSITY #5","PEORIA","IL",61614,(309) 692-8212
"FLYING PEAS","651 ST. MARY'S ROAD","LAFAYETTE","CA",94549,(415) 336-3611
"FOOT STOP SHOES","1475 BERGEN BLVD","FORT LEE","NJ",07024,(201) 314-6079
"FOOTLIGHTS","306 EAST CHURCH STREET","FREDERICK","MD",21701,(301) 696-1558
"FOOTLIGHTS","10720 RODNEY PARHAM ROAD","LITTLE ROCK","AR","72212",(501) 227-5446
"FOOTLIGHTS","4421 SIX FORKS ROAD 103-B","RALEIGH","NC",27609,(919) 784-9499
"FOOTLIGHTS/ TOPEKA BALLET","5240 S.W. 17TH SUITE 140","TOPEKA","KS",66604,(785) 273-5680
"FOOTLOOSE","2308-B HENRY CLOWER BLVD","SNELLVILLE","GA",30078,(770) 972-6634
"FOOTLOOSE DANCEWEAR","1050 UNION ROAD","WEST SENECA","NY",14224,(716) 674-8133
"FOOTLOOSE DANCEWEAR INC.","213 OLD YORK ROAD","JENKINTOWN","PA",19046,(215) 886-2255
"FOOTPRINCE","218 WALLABOUT STREET","BROOKLYN","NY",11206,(718) 858-3590
"FOOTPRINTS BOOTERY","58 MIDDLENECK ROAD","GREAT NECK","NY",11021,(516) 829-3505
"FOOTSTEPS DANCEWEAR INC.","24048 LORAIN ROAD","NORTH OLMSTED","OH",44070,(440) 779-0500
"FORAVI","40 CENTRAL PARK SOUTH","NEW YORK","NY",10019,(212) 288-1773
"FOREST & ZOE","2711 N SEPULVEDA BLVD #227","MANHATTAN BEACH","CA",90266,
"FOUR & TWENTY SAILORS","1328 FOOTHILL BLVD","SALT LAKE CITY","UT",84109,(801) 485-2951
"FOUR SEASONS SPORTS AND DANCE SHOPPE","803 FAIRVIEW DR.","WAPAKONETA","OH",45895,(419) 738-6611
"FOX'S","79 MAIN STREET","MINEOLA","NY",11501,(516) 294-2678
"FRANKELS DESIGNER SHOES","86 ROUTE 59","MONSEY","NY",10952,(845) 356-4031
"FRANKIES ON THE PARK","2322 NORTH CLARK STREET","CHICAGO","IL",60614,(773) 248-0400
"FREDERICK CAPITELLI MUSIC AND DANCEWEAR","658 W. INDIANTOWN ROAD SUITE 210","JUPITER","FL",33458,(561) 575-5313
"FREE TO BE","501 WEST NORTH AVE","CHICAGO","IL",60610,(925) 788-6805
"FREEMOTION","2475 WILLOW PARK RD.","BETHLEHEM","PA",18017,(610) 758-9397
"FREESTYLE DANCEWEAR","2 WEST SOUTHERN AVE.","SOUTH WILLIAMSPORT","PA",17702,(570) 601-4767
"FRENCH CUFF BOUTIQUE","4048 BELLAIRE BLVD","HOUSTON","TX",77025,(713) 665-3336
"FULL OUT! DANCE & ACTIVEWEAR","4422 EAST CAMELBACK ROAD","PHOENIX","AZ",85018,(602) 955-8803
"G. GILBERT","1198 HOWELL MILL ROAD","ATLANTA","GA",30318,(404) 355-3713
"GA GA CHIC","712 WEST SHAW STE B","FRESNO","CA",93704,(559) 226-0462
"GAFS LLC","273 WILLARD STREET","QUINCY","MA",02169,(617) 770-4237
"GAGA","2810 MANCHACA","AUSTIN","TX",78704,(512) 462-4510
"GAGA","1631 EAST 15TH STREET","TULSA","OK",74120,(918) 749-4400
"GAIL FREDERICK ACTIVEWEAR","2971 5TH STREET","CORBIN","KY",40701,(606) 528-5926
"GALE'S STUDIO OF DANCE","6345 AIRPORT BLVD SUITE F","MOBILE","AL",36608,(334) 343-9544
"GALO SHOES","825 LEXINGTON AVENUE","NEW YORK","NY",10065,(212) 980-1319
"GAMEDAY SPORTS","1223 WASHINGTON STREET","FRANKLINTON","LA",70438,(985) 839-0302
"GEARED TO DANCE","404 S. MAIN ST.","WINTER GARDEN","FL","34787",(407) 497-9774
"GEMGEM","15527 AZALEA DRIVE","TUSTIN","CA",92782,(877) 515-7878
"GEM'N'I, THE","1990 RTE 70 EAST","CHERRY HILL","NJ",08003,(856) 751-5530
"GENERRA PUBLIC CLOTHING COMPANY","70 TRIANGLE BLVD","CARLSTADT","NJ",07072,(201) 460-7111
"GERLOCK DANCE STUDIO","4476 NORTH VALDOSTA ROAD","VALDOSTA","GA",31605,(229) 460-2542
"GET DANCEWEAR.COM","1010 NORTH STEPHANIE UNIT C-11","HENDERSON","NV",89014,(702) 879-8536
"GET PHYSICAL","PARANA STREET 1721","SAN JUAN","PR",00926,(787) 767-8610
"GET SERIOUS DANCEWEAR, LLC","4300 ROGERS AVE. SUITE 32","FORT SMITH","AR",72903,(479) 782-3530
"GET WET SHOP","3229 AMBASSADOR CAFFERY","LAFAYETTE","LA",70506,(337) 981-7946
"GET WET, INC","1314 N GREEN RIVER ROAD","EVANSVILLE","IN",47715,(812) 962-0024
"GIGGLE MOON","720 5TH AVENUE SOUTH","NAPLES","FL",34102,(239) 643-3833
"GIGGLEBRUSH DESIGNS","7405 BRAEMAR","MCKINNEY","TX",75069,(800) 609-3426
"GIGGLES","14830 CAPTIVA DRIVE, SOUTH SEA RESORT","CAPTIVA","FL",33924,(239) 395-0700
"GIGI'S","62 MAIN STREET","ROSEMARY BEACH","FL",32413,(850) 231-0110
"GIGI'S DANCE CLOSET","468 SOUTH SIERRA MADRE BLVD.","PASADENA","CA",91107,(626) 432-1968
"GIGI'S TUTU","420 'A' CHURCH STREET","ANDALUSIA","AL","36421",(334) 388-2534
"GINGERBREAD KIDZ","1 CHASE ROAD","SCARSDALE","NY",10883,(914) 472-1930
"GINGER'S DANCE & FITNESS BTQ","901 W. YAKIMA AVE 4B","YAKIMA","WA",98902,(509) 249-2995
"GINGERSNAPS KIDS","201 UNIVERSITY OAKS #520","ROUND ROCK","TX",78665,(512) 653-1095
"GLASS SLIPPER, THE","6 SOUTH 100 WEST","AMERICAN FORK","UT",84003,(801) 756-7999
"GLOBE THEATRICAL","813 PEARL","SIOUX CITY","IA",51101,(712) 255-0972
"GLORIA'S BODYWEAR BOUTIQUE","224 NORTH MAIN STREET","DAVISON","MI",48423,(810) 653-5899
"GO FIGURE","301 NORTH COUNTRY CLUB ROAD","GARLAND","TX",75040,(972) 276-6700
"GOLD COAST KIDS","445 NORTH BROADWAY","JERICHO","NY",11753,(516) 931-3626
"GOLD'S ACCESSORIES","159 DIVISION AVE","BROOKLYN,","NY",11211,(718) 218-6779
"GOOD WESTHAMPTON","72 JAGGER LANE","WESTHAMPTON","NY",11977,(631) 288-8112
"GOODHEARTS","642 MAIN STREET","READING","MA",01867,(781) 942-9700
"GOODIE 2 SHOES","81 S. KING STREET","JACKSON","WY",83001,(307) 733-0233
"GOODY TWO SHOES","2207 KALISTE SALOOM STE G","LAFAYETTE","LA",70508,(337) 706-8602
"GORGE DANCEWEAR","2600 MAY STREET","HOOD RIVER","OR","97031",(541) 386-6044
"GOT DANCE","2210 ANDREW ROAD","KETTERING","OH",45429,(937) 438-1111
"GOTTA DANCE","317 FEDERAL ROAD","BROOKFIELD","CT",06804,(203) 740-9905
"GRACE'S DANCEWEAR","3080 KANDY LANE","DECATUR","IL",62521,(217) 875-4010
"GRAND JETE","975 GRAND AVE","ST  PAUL","MN",55105,(651) 227-0331
"GRANNY'S GOT IT","724 WOLCOTT ROAD SUITE 8","WOLCOTT","CT",06716,(203) 879-0042
"GRASSHOPPER","285 NEWPORT CENTER DRIVE","NEWPORT BEACH","CA",92660,
"GREAT AMERICAN BALLROOM SHOES","1707 E. GUADALUPE","TEMPE","AZ",85283,(480) 396-0876
"GREAT NECK DANCE SHOP","770 MIDDLENECK ROAD","GREAT NECK","NY",11024,(516) 466-3515
"GREEN ONION, THE","274 SMITH STREET","BROOKLYN","NY",11231,(718) 246-2804
"GREENSTONES","454 COLUMBUS AVE","NEW YORK","NY",10024,(212) 580-4322
"GRIZZLY'S","628 S FIRST","LUFKIN","TX",75901,(936) 632-5924
"H.M. AUSTIN INC.","12 MAIN STREET","CHAMPAIGN","IL",61820,(217) 359-2231
"H20","4830 WHARF PARKWAY SUITE 102","ORANGE BEACH","AL",36561,(251) 980-6260
"HABIT FOOTWEAR","165 S BARRINGTON PLACE","LOS ANGELES","CA",90049,(310) 440-8837
"HALF PINT","450 FIRST STREET EAST","SONOMA","CA",95476,(707) 938-1722
"HARBRIDGE NIAGARA DANCE SUPLS","118-87TH STREET","NIAGARA FALLS","NY",14304,(716) 283-0389
"HARLEQUIN'S THEATRICAL SUPPLY","17 W GUTIERREZ STREET","SANTA BARBARA","CA",93101,(805) 963-1209
"HART'S SKATING & DANCEWEAR","5777 OLDE WADSWORTH #R600","ARVADA","CO",80002,(303) 456-5561
"HAUTE BABY","5350 W LOVERS LN","DALLAS","TX",75229,(214) 357-3068
"HEAD 2 TOE DANCE SUPPLY","110 MAIN ST.","YOUNG HARRIS","GA",30582,(706) 379-2346
"HEAD OVER HEELS","1656 LEGION STREET","TALLAHASSEE","FL",32303,(850) 224-5140
"HEAD TO TOE DW","200 WEST ARGONNE","KIRKWOOD","MO",63122,(314) 966-6258
"HEADS OF CLASS","916 RIVER AVENUE","LAKEWOOD","NJ",08701,(732) 730-9933
"HEART AND SOLE, LLC","9175 HIGHLAND ROAD","WHITE LAKE","MI",48386,(248) 698-2625
"HEATHCOTE BOOTERY","1086 WILMONT ROAD","SCARSDALE","NY",10583,(914) 472-3939
"HEATHER'S DANCEWEAR BOUTIQUE","8759 MATHIS AVE","MANASSAS","VA",20110,(703) 331-5964
"HEAVEN CHILDRENS WEAR","LINCOLN LANE AT OCEAN AVENUE","CARMEL","CA",93921,(831) 624-6550
"HEIDI SAYS SHOES","2426 FILLMORE STREET","SAN FRANCISCO","CA",94115,(415) 409-6850
"HIGGINS SHOES","428 SHORTER AVE","ROME","GA",30165,(706) 291-4596
"HIGH FASHION HOME","3100 TRAVIS STREET","HOUSTON","TX",77006,(713) 528-3838
"HILES TWO","7445  BROADWAY","KANSAS CITY","MO",64114,(816) 523-6677
"HILLARY KIDS","374 OCEAN AVENUE","LAGUNA BEACH","CA",92651,(949) 494-4862
"HILLARY RUSH","8222 WEST 3RD STREET","LOS ANGELES","CA",90048,(323) 852-0088
"HILLARY'S HEART","4095 STATE ROAD 7, U-1","LAKE WORTH","FL",33467,(561) 968-5471
"HIP HIP HOORAY","6805 SNIDER PLAZA","DALLAS","TX",75205,(214) 369-2788
"HIP JOINT, THE","110 SECOND ST. NE","CHARLOTTESVILLE","VA",22902,(434) 971-6888
"HIP-SQUEAK","8119 3RD AVENUE","BROOKLYN","NY",11209,(718) 745-3705
"HIRSH'S SHOES","2934 E. BROADWAY","TUCSON","AZ",85716,(520) 325-3110
"HITCHKICK","6529 N MESA PALM COURT","EL PASO","TX",79912,(915) 581-4848
"HOLBROOK COTTAGE","1253 PLEASANTVILLE ROAD","BRIARCLIFF MANOR","NY",10510,(914) 944-0734
"HOLLYWOOD DANCE ATTIRE","1054 CENTRAL AVE     #201","MIDDLETOWN","OH",45044,(513) 217-5010
"HONALEE","56 NORTH MAIN STREET","PITTSFORD","NY",14534,(585) 383-9190
"HONEYBEE, THE","2968 ATLANTA ROAD SOUTHEAST","SMYRNA","GA",30080,(770) 432-5120
"HOP SCOTCH","8061 VALENCIA STREET","APTOS","CA",95003,(831) 662-2748
"HOP SCOTCH SHOES","240 COUNTRY CLUB","BIRMINGHAM","AL",35213,(205) 834-8038
"HOSIERY PLUS","165 EAST KENNEDY BLVD","LAKEWOOD","NJ",08701,(888) 534-7587
"HOUNDSTOOTH","16566 SNAKE TRAIL","WASECA","MN",56903,(952) 440-2807
"HUMBUG","2707 WILLIAMS BLVD.","KENNER","LA","70062",(504) 469-3339
"IF THE SHOE FITS","322 WANAQUE AVE #3","POMPTON LAKES","NJ",07442,(973) 248-6059
"IMAGINATIONS INC.","3237 WACCAMAW BLVD.","MYRTLE BEACH","SC",29579,(843) 626-6639
"IN HER SHOES","855 EL CAMINO REAL #45","PALO ALTO","CA",94301,(650) 326-9644
"IN MOTION","2788 NE 187TH STREET","AVENTURA","FL",33180,(305) 936-0467
"IN MOTION APPAREL","44 SPRING ST.-SUITE 3","ADAMS","MA",01220,(413) 743-4455
"IN MOTION DANCEWEAR","1037 SOUTH HIGH STREET","HARRISONBURG","VA",22801,(540) 438-0166
"IN THE SPOTLIGHT"," 618 FOURTH STREET","CLOVIS","CA",93612,(559) 410-2700
"IN THE SPOTLIGHTS LLC","301 MT. HOPE AVE. SUITE 1073","ROCKAWAY","NJ",07866,(973) 361-7768
"INCREDIBLE ME!","301 NORTH HARRISON STREET","PRINCETON","NJ",08540,(609) 683-8907
"INSPIRATION DANCEWEAR","1843 RIDGE ROAD JUNCTION","WEBSTER","NY",14580,(585) 265-0387
"INTIMA","1027 SWARTHMORE AVE","PACIFIC PALISADES","CA",90272,
"ITS A DANCE THING, LLC","56 MAIN STREET","FLEMINGTON","NJ",08822,(908) 788-0603
"IT'S VINTAGE,  BABY!","234 PUBLIC SQUARE","FRANKLIN","TN",37064,(615) 465-2166
"ITSY BITSY","3414 EASTSIDE STREET","HOUSTON","TX",77098,(713) 523-3100
"JACK & STELA","101 NORTH COMMERCE","NATCHEZ","MS",39120,(601) 807-4690
"JACQUE'S CLOSET","1570 STARR DRIVE SUITE  #A","YUBA CITY","CA",95993,(530) 671-9105
"JANE & GEORGIE","15119 OYSTER SHELL DRIVE","MILTON","DE",19968,(302) 245-7182
"JAY'S SHOE BOX","280 ROUTE 9 NORTH","MORGANVILLE","NJ",07751,(732) 972-4700
"JAY'S SHOEBOX","20 EAST MOUNT PLEASANT AVE","LIVINGSTON","NJ",07039,(973) 992-0338
"JAZZY DANCER","880 AVERY BLVD","RIDGELAND","MS",39157,(601) 956-1595
"JEAN ANN RYAN PRODUCTION","308 SE 14TH STREET","FORT LAUDERDALE","FL",33316,(954) 523-6399
